БЕ,Наименование дочернего Общества,Адрес склада,Дата поступления,Классы МТР,Наименование класса,Подклассы МТР,Наименование подкласса,КСМ (код материала),Наименование материала,БЕИ (единица измерения),Количество,Плановая рентабельность,Стоимость запасов,Цена запаса
1214,"ООО ""РН-Юганскнефтегаз""","посёлок Каркатеевы, Нефтеюганский район, Ханты-Мансийский автономный округ, Россия",22.02.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1023494,Брус-1-хвойный-100х100,КубичМетр," 15.000"," 0.041",21020.7369,"34 180.06 "
1214,"ООО ""РН-Юганскнефтегаз""","посёлок Каркатеевы, Нефтеюганский район, Ханты-Мансийский автономный округ, Россия",27.07.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1047320,Доска-2-хвойная-25х150,КубичМетр," 20.000"," 0.041",760.4844," 927.42 "
1214,"ООО ""РН-Юганскнефтегаз""","посёлок Каркатеевы, Нефтеюганский район, Ханты-Мансийский автономный округ, Россия",01.04.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1056129,Доска-2-хвойная-50х150,КубичМетр," 20.000"," 0.041",852.3572,"1 039.46 "
1214,"ООО ""РН-Юганскнефтегаз""","посёлок Каркатеевы, Нефтеюганский район, Ханты-Мансийский автономный округ, Россия",21.11.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1125930,Брус-1-хвойный-50х70,КубичМетр," 5.845"," 0.041",3363.628463,"14 035.88 "
1214,"ООО ""РН-Юганскнефтегаз""","посёлок Каркатеевы, Нефтеюганский район, Ханты-Мансийский автономный округ, Россия",12.01.2025,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1158201,Доска-2-сосна-40х200,КубичМетр," 3.985"," 0.041",168.8436929,"1 033.41 "
1214,"ООО ""РН-Юганскнефтегаз""","посёлок Каркатеевы, Нефтеюганский район, Ханты-Мансийский автономный округ, Россия",21.01.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1980928,Доска-1-хвойная-50х150х6000мм,Штука," 100.000"," 0.041",4671.089,"1 139.29 "
1214,"ООО ""РН-Юганскнефтегаз""","посёлок Каркатеевы, Нефтеюганский район, Ханты-Мансийский автономный округ, Россия",13.06.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,2461642,Брус-2-хвойный-60х200,КубичМетр," 3.600"," 0.041",1784.408724,"12 089.49 "
1214,"ООО ""РН-Юганскнефтегаз""","посёлок Каркатеевы, Нефтеюганский район, Ханты-Мансийский автономный округ, Россия",12.12.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,2461642,Брус-2-хвойный-60х200,КубичМетр," 2.016"," 0.041",1675.695007,"20 273.12 "
1214,"ООО ""РН-Юганскнефтегаз""","посёлок Каркатеевы, Нефтеюганский район, Ханты-Мансийский автономный округ, Россия",31.01.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,2461642,Брус-2-хвойный-60х200,КубичМетр," 29.952"," 0.041",22960.71079,"18 697.16 "
1214,"ООО ""РН-Юганскнефтегаз""","посёлок Каркатеевы, Нефтеюганский район, Ханты-Мансийский автономный округ, Россия",12.01.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,2461642,Брус-2-хвойный-60х200,КубичМетр," 20.337"," 0.041",14302.0044,"17 152.45 "
1214,"ООО ""РН-Юганскнефтегаз""","посёлок Каркатеевы, Нефтеюганский район, Ханты-Мансийский автономный округ, Россия",30.12.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,2461642,Брус-2-хвойный-60х200,КубичМетр," 42.118"," 0.041",26314.24818,"15 238.40 "
1214,"ООО ""РН-Юганскнефтегаз""","посёлок Каркатеевы, Нефтеюганский район, Ханты-Мансийский автономный округ, Россия",30.04.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10419304,Доска-1-хвойная-30х100,КубичМетр," 2.664"," 0.041",110.3642986,"1 010.44 "
