БЕ,Наименование дочернего Общества,Адрес склада,Дата поступления,Классы МТР,Наименование класса,Подклассы МТР,Наименование подкласса,КСМ (код материала),Наименование материала,БЕИ (единица измерения),Количество,Плановая рентабельность,Стоимость запасов,Цена запаса
1244,"ООО ""РН-Бурение""","Нефтеюганск, Дорожная ул., 11, Ханты-Мансийский автономный округ, Россия",23.12.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр," 0.300"," 0.040",13.45116,"1 120.93 "
1244,"ООО ""РН-Бурение""","Нефтеюганск, Дорожная ул., 11, Ханты-Мансийский автономный округ, Россия",27.11.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр," 0.800"," 0.040",33.98304,"1 061.97 "
1244,"ООО ""РН-Бурение""","Нефтеюганск, Дорожная ул., 11, Ханты-Мансийский автономный округ, Россия",18.05.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1041051,Доска-1-хвойная-40х150,КубичМетр," 0.232"," 0.040",11.881648,"1 280.35 "
1244,"ООО ""РН-Бурение""","Нефтеюганск, Дорожная ул., 11, Ханты-Мансийский автономный округ, Россия",19.12.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр," 0.500"," 0.040",21.7862,"1 089.31 "
1244,"ООО ""РН-Бурение""","Нефтеюганск, Дорожная ул., 11, Ханты-Мансийский автономный округ, Россия",12.06.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10320960,"Полубрус хвойный 2-го сорта, 200х200мм",КубичМетр," 0.500"," 0.040",24.9262,"1 246.31 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,01.09.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр," 4.000"," 0.040",152.5856," 953.66 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,13.11.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр," 0.200"," 0.040",7.74312," 967.89 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,11.05.2025,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1054113,Доска-1-хвойная-25 (необрезная),КубичМетр," 1.000"," 0.040",50.0368,"1 250.92 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,01.01.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр," 1.000"," 0.040",38.2612," 956.53 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,23.01.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1054113,Доска-1-хвойная-25 (необрезная),КубичМетр," 1.000"," 0.040",42.5372,"1 063.43 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,11.01.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр," 2.000"," 0.040",103.4392,"1 292.99 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,13.10.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070615,Брус-2-хвойный-200х200,КубичМетр," 1.500"," 0.040",1605.1494,"26 752.49 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,15.01.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1054113,Доска-1-хвойная-25 (необрезная),КубичМетр," 2.000"," 0.040",89.5832,"1 119.79 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,18.12.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр," 2.000"," 0.040",72.56," 907.00 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,05.01.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр," 3.000"," 0.040",118.1592," 984.66 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,22.09.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10320960,"Полубрус хвойный 2-го сорта, 200х200мм",КубичМетр," 5.790"," 0.040",245.271348,"1 059.03 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,21.01.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1054113,Доска-1-хвойная-25 (необрезная),КубичМетр," 1.000"," 0.040",42.6648,"1 066.62 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,25.04.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр," 2.000"," 0.040",85.3144,"1 066.43 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,27.01.2025,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070615,Брус-2-хвойный-200х200,КубичМетр," 1.500"," 0.040",1942.0362,"32 367.27 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,10.04.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр," 3.500"," 0.040",128.6656," 919.04 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,31.08.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10320960,"Полубрус хвойный 2-го сорта, 200х200мм",КубичМетр," 3.500"," 0.040",158.0796,"1 129.14 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,28.05.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1054113,Доска-1-хвойная-25 (необрезная),КубичМетр," 0.750"," 0.040",32.0694,"1 068.98 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,25.05.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр," 0.900"," 0.040",37.81764,"1 050.49 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,16.05.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070615,Брус-2-хвойный-200х200,КубичМетр," 0.250"," 0.040",141.0133,"14 101.33 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,15.04.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10320960,"Полубрус хвойный 2-го сорта, 200х200мм",КубичМетр," 2.000"," 0.040",83.472,"1 043.40 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,09.11.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070615,Брус-2-хвойный-200х200,КубичМетр," 0.500"," 0.040",612.9346,"30 646.73 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,21.07.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр," 0.010"," 0.040",0.459192,"1 147.98 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,19.03.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1054113,Доска-1-хвойная-25 (необрезная),КубичМетр," 4.000"," 0.040",197.4368,"1 233.98 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,31.07.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10320960,"Полубрус хвойный 2-го сорта, 200х200мм",КубичМетр," 16.000"," 0.040",739.9552,"1 156.18 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,17.11.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр," 0.500"," 0.040",21.9594,"1 097.97 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,12.08.2025,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070615,Брус-2-хвойный-200х200,КубичМетр," 1.500"," 0.040",1249.7538,"20 829.23 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,05.10.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр," 3.000"," 0.040",116.5284," 971.07 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,15.05.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр," 3.000"," 0.040",146.0592,"1 217.16 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,26.06.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр," 0.500"," 0.040",23.017,"1 150.85 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,08.04.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10320960,"Полубрус хвойный 2-го сорта, 200х200мм",КубичМетр," 1.500"," 0.040",56.4354," 940.59 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,05.12.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10320960,"Полубрус хвойный 2-го сорта, 200х200мм",КубичМетр," 0.150"," 0.040",7.29948,"1 216.58 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,11.12.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр," 0.300"," 0.040",12.68076,"1 056.73 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,19.07.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1054113,Доска-1-хвойная-25 (необрезная),КубичМетр," 138.300"," 0.040",5628.09084,"1 017.37 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,05.05.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр," 13.780"," 0.040",616.62744,"1 118.70 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,29.01.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр," 30.000"," 0.040",1244.376,"1 036.98 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,07.04.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр," 41.200"," 0.040",1950.01248,"1 183.26 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,05.04.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр," 40.000"," 0.040",1704.976,"1 065.61 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,30.04.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр," 40.000"," 0.040",1894.272,"1 183.92 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,20.06.2025,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр," 37.000"," 0.040",1848.3128,"1 248.86 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,31.08.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070615,Брус-2-хвойный-200х200,КубичМетр," 119.940"," 0.040",134765.3996,"28 090.17 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,01.01.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070615,Брус-2-хвойный-200х200,КубичМетр," 54.060"," 0.040",40972.1605,"18 947.54 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,13.02.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070615,Брус-2-хвойный-200х200,КубичМетр," 86.400"," 0.040",48516.64128,"14 038.38 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,14.05.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070615,Брус-2-хвойный-200х200,КубичМетр," 30.540"," 0.040",31520.55389,"25 802.68 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,03.11.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070615,Брус-2-хвойный-200х200,КубичМетр," 133.440"," 0.040",186325.5813,"34 908.12 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,19.05.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070615,Брус-2-хвойный-200х200,КубичМетр," 47.520"," 0.040",63319.65869,"33 312.11 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,29.04.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070615,Брус-2-хвойный-200х200,КубичМетр," 47.520"," 0.040",62020.51891,"32 628.64 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,13.02.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070615,Брус-2-хвойный-200х200,КубичМетр," 36.700"," 0.040",43964.9118,"29 948.85 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,19.03.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070615,Брус-2-хвойный-200х200,КубичМетр," 45.540"," 0.040",43360.61954,"23 803.59 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,07.05.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070615,Брус-2-хвойный-200х200,КубичМетр," 47.840"," 0.040",38836.95213,"20 295.23 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,28.07.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10320960,"Полубрус хвойный 2-го сорта, 200х200мм",КубичМетр," 5.000"," 0.040",258.258,"1 291.29 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,02.12.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр," 0.700"," 0.040",27.03708," 965.61 "
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,05.09.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10320960,"Полубрус хвойный 2-го сорта, 200х200мм",КубичМетр," 0.500"," 0.040",21.3286,"1 066.43 "
1244,"ООО ""РН-Бурение""","Оренбург, Улица Донгузская 3-й проезд, дом 3, Оренбургская область, Россия",22.12.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1041052,Доска-1-хвойная-30х150,КубичМетр," 4.960"," 0.040",199.090432,"1 003.48 "
1244,"ООО ""РН-Бурение""","Оренбург, Улица Донгузская 3-й проезд, дом 3, Оренбургская область, Россия",28.08.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1055262,Доска-1-хвойная-50 (необрезная),КубичМетр," 13.000"," 0.040",545.1524,"1 048.37 "
1244,"ООО ""РН-Бурение""",обл Оренбургская     ул Магистральная,16.09.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1055262,Доска-1-хвойная-50 (необрезная),КубичМетр," 5.000"," 0.040",207.844,"1 039.22 "
1244,"ООО ""РН-Бурение""",обл Оренбургская     ул Магистральная,20.08.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1055262,Доска-1-хвойная-50 (необрезная),КубичМетр," 2.300"," 0.040",83.58016," 908.48 "
1244,"ООО ""РН-Бурение""",обл Оренбургская     ул Магистральная,07.04.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1055262,Доска-1-хвойная-50 (необрезная),КубичМетр," 7.000"," 0.040",339.9424,"1 214.08 "
1244,"ООО ""РН-Бурение""",обл Оренбургская     ул Магистральная,05.07.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070505,Доска-1-хвойная-40 (необрезная),КубичМетр," 8.000"," 0.040",313.92," 981.00 "
1244,"ООО ""РН-Бурение""",обл Оренбургская     ул Магистральная,15.09.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070505,Доска-1-хвойная-40 (необрезная),КубичМетр," 2.500"," 0.040",94.88," 948.80 "
1244,"ООО ""РН-Бурение""",обл Оренбургская     ул Магистральная,15.01.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070505,Доска-1-хвойная-40 (необрезная),КубичМетр," 1.300"," 0.040",56.33888,"1 083.44 "
1244,"ООО ""РН-Бурение""",обл Оренбургская     ул Магистральная,15.09.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1125930,Брус-1-хвойный-50х70,КубичМетр," 2.000"," 0.040",2654.2496,"33 178.12 "
1244,"ООО ""РН-Бурение""",обл Оренбургская     ул Магистральная,27.09.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1125930,Брус-1-хвойный-50х70,КубичМетр," 1.400"," 0.040",681.52056,"12 170.01 "
1244,"ООО ""РН-Бурение""",обл Оренбургская     ул Магистральная,03.09.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1527694,Брус-2-сосна-150х150,КубичМетр," 2.000"," 0.040",2557.136,"31 964.20 "
1244,"ООО ""РН-Бурение""",обл Оренбургская     ул Магистральная,21.02.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1055262,Доска-1-хвойная-50 (необрезная),КубичМетр," 3.000"," 0.040",141.3588,"1 177.99 "
1244,"ООО ""РН-Бурение""",обл Оренбургская     ул Магистральная,24.05.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1527694,Брус-2-сосна-150х150,КубичМетр," 3.000"," 0.040",3611.13,"30 092.75 "
1244,"ООО ""РН-Бурение""",обл Оренбургская     ул Магистральная,18.11.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1055262,Доска-1-хвойная-50 (необрезная),КубичМетр," 13.000"," 0.040",479.0292," 921.21 "
1244,"ООО ""РН-Бурение""",обл Оренбургская     ул Магистральная,05.07.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1055262,Доска-1-хвойная-50 (необрезная),КубичМетр," 7.000"," 0.040",292.7428,"1 045.51 "
1244,"ООО ""РН-Бурение""",обл Оренбургская     ул Магистральная,20.11.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1343817,Вагонка-Доска обрезн.сосна 13х90х2600,Штука,1 300.000," 0.040",59694.96,"1 147.98 "
1244,"ООО ""РН-Бурение""",обл Оренбургская     ул Магистральная,23.12.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1527694,Брус-2-сосна-150х150,КубичМетр," 25.000"," 0.040",29761.39,"29 761.39 "
1244,"ООО ""РН-Бурение""","Усинск, Возейская улица, дом 24, Ресублика Коми, Россия",11.11.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1059585,Брус-2-хвойный-100Х100,КубичМетр," 2.000"," 0.040",1978.592,"24 732.40 "
1244,"ООО ""РН-Бурение""","Усинск, Возейская улица, дом 24, Ресублика Коми, Россия",01.09.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1125930,Брус-1-хвойный-50х70,КубичМетр," 2.958"," 0.040",2632.41649,"22 248.28 "
1244,"ООО ""РН-Бурение""","Усинск, Возейская улица, дом 24, Ресублика Коми, Россия",26.05.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1250751,Вагонка-Доска обрезн.липа 88х15х3000мм,Штука," 250.000"," 0.040",12558.2,"1 255.82 "
1244,"ООО ""РН-Бурение""","Усинск, Возейская улица, дом 24, Ресублика Коми, Россия",15.03.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1343817,Вагонка-Доска обрезн.сосна 13х90х2600,Штука," 460.000"," 0.040",17867.688," 971.07 "
1244,"ООО ""РН-Бурение""","Усинск, Возейская улица, дом 24, Ресублика Коми, Россия",26.06.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1574722,Брус-1-хвойный-25х50,КубичМетр," 4.000"," 0.040",2326.3008,"14 539.38 "
1244,"ООО ""РН-Бурение""","Усинск, Возейская улица, дом 24, Ресублика Коми, Россия",20.02.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1059585,Брус-2-хвойный-100Х100,КубичМетр," 2.000"," 0.040",1963.748,"24 546.85 "
1244,"ООО ""РН-Бурение""","с. Жуково, Уфимский район, Центральная улица, 75 к4, Республика Башкортостан, Россия",13.05.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1055262,Доска-1-хвойная-50 (необрезная),КубичМетр," 2.400"," 0.040",111.03168,"1 156.58 "
1244,"ООО ""РН-Бурение""","с. Жуково, Уфимский район, Центральная улица, 75 к4, Республика Башкортостан, Россия",01.09.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1055262,Доска-1-хвойная-50 (необрезная),КубичМетр," 2.000"," 0.040",100.4312,"1 255.39 "
1244,"ООО ""РН-Бурение""","с. Жуково, Уфимский район, Центральная улица, 75 к4, Республика Башкортостан, Россия",13.05.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1057410,Доска-1-хвойная-30 (необрезная),КубичМетр," 2.800"," 0.040",110.72208," 988.59 "
1244,"ООО ""РН-Бурение""","с. Жуково, Уфимский район, Центральная улица, 75 к4, Республика Башкортостан, Россия",26.10.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070505,Доска-1-хвойная-40 (необрезная),КубичМетр," 0.800"," 0.040",32.21984,"1 006.87 "
1244,"ООО ""РН-Бурение""","с. Жуково, Уфимский район, Центральная улица, 75 к4, Республика Башкортостан, Россия",13.04.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1055262,Доска-1-хвойная-50 (необрезная),КубичМетр," 5.000"," 0.040",220.082,"1 100.41 "
1244,"ООО ""РН-Бурение""","с. Жуково, Уфимский район, Центральная улица, 75 к4, Республика Башкортостан, Россия",02.07.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1055262,Доска-1-хвойная-50 (необрезная),КубичМетр," 0.700"," 0.040",31.34096,"1 119.32 "
1244,"ООО ""РН-Бурение""","с. Жуково, Уфимский район, Центральная улица, 75 к4, Республика Башкортостан, Россия",06.01.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1057410,Доска-1-хвойная-30 (необрезная),КубичМетр," 1.800"," 0.040",77.01336,"1 069.63 "
1244,"ООО ""РН-Бурение""","с. Жуково, Уфимский район, Центральная улица, 75 к4, Республика Башкортостан, Россия",26.07.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1057410,Доска-1-хвойная-30 (необрезная),КубичМетр," 3.000"," 0.040",133.9368,"1 116.14 "
1244,"ООО ""РН-Бурение""","с. Жуково, Уфимский район, Центральная улица, 75 к4, Республика Башкортостан, Россия",18.05.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1057410,Доска-1-хвойная-30 (необрезная),КубичМетр," 10.000"," 0.040",387.856," 969.64 "
1244,"ООО ""РН-Бурение""","с. Жуково, Уфимский район, Центральная улица, 75 к4, Республика Башкортостан, Россия",01.10.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070505,Доска-1-хвойная-40 (необрезная),КубичМетр," 2.020"," 0.040",92.335816,"1 142.77 "
1244,"ООО ""РН-Бурение""","с. Жуково, Уфимский район, Центральная улица, 75 к4, Республика Башкортостан, Россия",17.03.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070505,Доска-1-хвойная-40 (необрезная),КубичМетр," 10.000"," 0.040",474.432,"1 186.08 "
1244,"ООО ""РН-Бурение""","с. Жуково, Уфимский район, Центральная улица, 75 к4, Республика Башкортостан, Россия",21.02.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070505,Доска-1-хвойная-40 (необрезная),КубичМетр," 5.000"," 0.040",208.472,"1 042.36 "
1244,"ООО ""РН-Бурение""","с. Жуково, Уфимский район, Центральная улица, 75 к4, Республика Башкортостан, Россия",17.08.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070505,Доска-1-хвойная-40 (необрезная),КубичМетр," 1.700"," 0.040",79.54164,"1 169.73 "
1244,"ООО ""РН-Бурение""","с. Жуково, Уфимский район, Центральная улица, 75 к4, Республика Башкортостан, Россия",07.05.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070505,Доска-1-хвойная-40 (необрезная),КубичМетр," 1.780"," 0.040",86.236016,"1 211.18 "
